,name,address,min_price,max_price,currency,cuisine,description,star,comfort,delightful,services,phone,website,hours,lat,lon,url,country,country_alpha2,continent_code,USD_min_price,USD_max_price,aggregate_cuisine
799,mesa,"Weinbergstrasse 75, Zürich, 8006, Switzerland",55.0,180.0,CHF,MODERN CUISINE,"Tasteful and pleasantly unpretentious, mesa boasts a friendly atmosphere, great service and excellent, produce-based food that is tasty and full of contrast. Wine lovers will be pleased to hear that even the rare wines on offer here are available by the glass.",1.0,2.0,1.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 43 321 75 75,www.mesa-restaurant.ch,"Closed: 20 July-13 August, 23-31 December, Monday, Tuesday lunch, Saturday lunch, Sunday",47.3833598,8.5432384,https://guide.michelin.com/en/zurich-region/zurich/restaurant/mesa,Switzerland,CH,EU,57.83,189.26,MODERN
800,Le Flacon,"Rue Vautier 45, Carouge, 1227, Switzerland",38.0,115.0,CHF,MODERN CUISINE,"An enchanting restaurant where the young chef, only just in his 30s, creates delicious cuisine from his open-view kitchen. He demonstrates a fine command of flavour and ingredient combinations, as well as a real eye for detail in his beautifully presented dishes.",1.0,1.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 22 342 15 20,www.leflacon.ch,"Closed: 28 July-8 August, 24 December-4 January, Monday, Saturday lunch, Sunday",46.1834139,6.1417842,https://guide.michelin.com/en/geneve-region/carouge/restaurant/le-flacon,Switzerland,CH,EU,39.96,120.92,MODERN
801,Mammertsberg,"Bahnhofstrasse 28, Freidorf, 9306, Switzerland",72.0,178.0,CHF,CLASSIC FRENCH,"This 100-year-old building has been very tastefully restored and extended. The restaurant is a mix of modern decor and lovely old wooden panelling; in the centre a smart spiral staircase leads up to the lounge bar on the first floor. Set on a hillside, the restaurant has a wonderful view of the surrounding area and Lake Constance. A view, incidentally, which is shared by some of the modern rooms reached via a glass lift.",1.0,3.0,1.0,"['Car park', 'Wheelchair accessible', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 71 455 28 28,www.mammertsberg.ch,"Closed: 18 January-12 February, 26 June-11 August, Monday, Tuesday, Sunday dinner",47.4860811,9.3919806,https://guide.michelin.com/en/thurgau/freidorf/restaurant/mammertsberg,Switzerland,CH,EU,75.71,187.16,FRENCH
802,Le Pérolles,"Boulevard de Pérolles 1, Fribourg, 1700, Switzerland",58.0,188.0,CHF,CLASSIC FRENCH,"Pierrot Ayer is back and this is great news for the residents of Fribourg! At Le Pérolles, he creates generous, expressive dishes that are a mirror image of himself, including superbly reinterpreted classic French recipes. The delicious cuisine and the pleasure derived from them more than justify the relatively high prices.",1.0,3.0,0.0,"['Notable wine list', 'New establishment in the guide', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 26 347 40 30,www.leperolles.ch,"Closed: 1-8 January, 19 July-12 August, Monday, Tuesday dinner, Sunday",46.8019356,7.1514413,https://guide.michelin.com/en/fribourg-region/fribourg/restaurant/le-perolles,Switzerland,CH,EU,60.98,197.67,FRENCH
803,The Restaurant,"Kurhausstrasse 65, Zürich, 8000, Switzerland",112.0,298.0,CHF,CREATIVE,"For years now, this stylish restaurant above the rooftops of Zürich has been the home of elaborate, creative cuisine full of contrasts made using only the finest ingredients. Charming service and an excellent wine selection. If you fancy trying a little of everything, go for the 5-course amuse-bouche menu at lunchtime.",2.0,4.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 44 456 60 00,www.thedoldergrand.com,"Closed: 16 February-2 March, 19 July-10 August, Monday, Tuesday lunch, Saturday lunch, Sunday",47.3727776,8.5729094,https://guide.michelin.com/en/zurich-region/zurich/restaurant/the-restaurant196194,Switzerland,CH,EU,117.76,313.34,CREATIVE
804,Steinhalle,"Helvetiaplatz 5, Bern, 3000, Switzerland",102.0,132.0,CHF,CREATIVE,"This undisputedly cool restaurant offers a fine old interior complete with high ceilings, a gallery and large arched windows and trendy, no-frills decor in which the front cooking station and counter – where you can also eat – takes centre stage. Creative set menu in the evening, simple ""Easy Lunch"" at midday.",1.0,1.0,0.0,"['Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 31 351 51 00,www.steinhalle.ch,"Closed: Monday, Tuesday, Wednesday-Saturday lunch, Sunday",46.94301,7.4487553,https://guide.michelin.com/en/bern-region/bern/restaurant/steinhalle,Switzerland,CH,EU,107.25,138.79,CREATIVE
805,Le Pont de Brent,"Route de Blonay 4, Brent, 1817, Switzerland",98.0,245.0,CHF,MODERN FRENCH,"Perched on the picturesque hills overlooking Lake Geneva, this beautiful property has been tastefully renovated to preserve the traditional spirit of the building. The cuisine showcases locally sourced products with finesse and a mastery of every aspect of every dish. Welcoming ambience.",2.0,3.0,1.0,"['Air conditioning', 'Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 21 964 52 30,www.lepontdebrent.ch,"Closed: 1-7 January, 19 July-11 August, 21-31 December, Monday, Sunday",46.4589409,6.900895200000001,https://guide.michelin.com/en/vaud/brent/restaurant/le-pont-de-brent,Switzerland,CH,EU,103.04,257.61,FRENCH
806,Osteria TRE,"Kantonsstrasse 3, Bubendorf, 4416, Switzerland",125.0,170.0,CHF,ITALIAN,"What makes the modern Mediterranean cuisine on offer here so special is good, fresh produce, culinary craftsmanship and the medley of tastes and aromas. As for the setting, you’ll find friendly service with typical Italian charm and a smart, upmarket decor in which the wine rack takes centre stage.",1.0,3.0,0.0,"['Car park', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 61 935 55 55,www.badbubendorf.ch,"Closed: 1-6 January, 1-9 March, 12 July-3 August, Monday, Tuesday-Saturday lunch, Sunday",47.4599385,7.7415822,https://guide.michelin.com/en/basel-landschaft/bubendorf/restaurant/osteria-tre,Switzerland,CH,EU,131.43,178.75,ITALIAN
807,Le 42,"Route de Chavalet 3, Champéry, 1874, Switzerland",90.0,125.0,CHF,MODERN FRENCH,"At the entrance to the village, facing the Dents du Midi, Le 42 has been taken over by a young couple with experience working in leading restaurants, with Antoine at the helm in the kitchen and Amandine in charge of the dining room. The cuisine here is teeming with freshness, based around top-quality ingredients, and presented on a single menu. We remember with particular fondness the féra from Lake Geneva with caviar and sour cream. A restaurant with an ability that matches its ambition.",1.0,2.0,0.0,"['Car park', 'New establishment in the guide', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 79 929 28 93,www.restaurantle42.ch,"Closed: 1-30 June, 1-30 November, Monday, Tuesday lunch, Sunday dinner",46.181968700000006,6.8748233999999995,https://guide.michelin.com/en/wallis/champry/restaurant/le-42,Switzerland,CH,EU,94.63,131.43,FRENCH
808,20/20 by Mövenpick,"Nüschelerstrasse 1, Zürich, 8000, Switzerland",105.0,175.0,CHF,MODERN CUISINE,"You’ll find a casual wine bar on the ground floor here and a gourmet restaurant with elegant, traditional Swiss pine panelling and modern touches on the first. The food is classically based with a certain refinement and accompanied by some excellent wines, almost all available by the glass. Slightly simpler lunchtime menu.",1.0,2.0,0.0,"['Air conditioning', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 44 211 45 70,www.20-20.ch,"Closed: 13 July-18 August, 21-31 December, Monday, Saturday lunch, Sunday",47.371044700000006,8.537597400000001,https://guide.michelin.com/en/zurich-region/zurich/restaurant/20-20-by-movenpick,Switzerland,CH,EU,110.4,184.01,MODERN
809,La Vetta,"Tschuggentorweg 1, Arosa, 7050, Switzerland",89.0,135.0,CHF,MODERN CUISINE,"The kitchens at La Vetta take first-rate Swiss produce and turn it into creative, seasonal, modern dishes that are both subtle and expressive. You can also expect a tastefully elegant, upmarket interior, attentive, professional service and a great wine list.",1.0,3.0,0.0,"['Car park', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 81 378 99 99,www.tschuggen.ch,"Closed: 13 April-26 June, 11 September-26 November, Monday, Tuesday, Wednesday-Sunday lunch",46.7774388,9.6692879,https://guide.michelin.com/en/graubunden/arosa/restaurant/la-vetta,Switzerland,CH,EU,93.58,141.95,MODERN
810,Gasthaus Zur Fernsicht - Incantare,"Seeallee 10, Heiden, 9410, Switzerland",144.0,195.0,CHF,CLASSIC CUISINE,"A stunningly located feast for the senses that is so much more than a restaurant. Gourmet offers classy elegant design, charming, professional service, a 1 000 bottle strong wine list and creative, classic cuisine that is a perfect marriage of punchy tastes and aromas. Not forgetting the view over Lake Constance... If you want to spend the night there are several smart, individually designed rooms.",2.0,3.0,1.0,"['Car park', 'Wheelchair accessible', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant with bedrooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 71 898 40 40,www.fernsicht-heiden.ch,"Closed: 3 February-2 March, 4-19 October, Monday, Tuesday-Saturday lunch, Sunday",47.446088399999994,9.5319821,https://guide.michelin.com/en/appenzell-ausserrhoden/heiden/restaurant/gasthaus-zur-fernsicht-incantare,Switzerland,CH,EU,151.41,205.03,CLASSIC
811,La Table d'Adrien,"Chemin des Creux, Verbier, 1936, Switzerland",115.0,230.0,CHF,CONTEMPORARY,"This chic chalet serves delicious and imaginative Italian cuisine in a cosy setting within an elegant hotel. Originally from Puglia, chef Stefano Lombardi pays particular attention to his ingredients, always choosing the best available, creating superb dishes which are accompanied by recommended and carefully chosen wines. Attentive service, plus stunning views in summer.",1.0,3.0,1.0,"['Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 27 771 62 00,www.chalet-adrien.com,"Closed: 13 April-15 July, 25 August-16 December, Monday-Sunday lunch",46.1035433,7.224698700000001,https://guide.michelin.com/en/wallis/verbier/restaurant/la-table-d-adrien,Switzerland,CH,EU,120.92,241.84,CONTEMPORARY
812,Ecco Zürich,"Döltschiweg 234, Zürich, 8055, Switzerland",85.0,260.0,CHF,CREATIVE,"This creative concept is already well known from the Ecco restaurants in Ascona and St. Moritz, but here Stefan Heilemann brings his own personal touch. He cooks innovative food with fine, intelligent contrasts and great depth. The interior is genuinely elegant, while the service is friendly and professional.",2.0,3.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 44 456 55 55,www.ecco-restaurant.ch,"Closed: 1-28 January, 20 July-18 August, Monday, Tuesday, Wednesday-Saturday lunch",47.362716999999996,8.496153999999999,https://guide.michelin.com/en/zurich-region/zurich/restaurant/ecco-zurich,Switzerland,CH,EU,89.37,273.38,CREATIVE
813,Gasthaus Zum Gupf,"Gupf 21, Rehetobel, 9038, Switzerland",66.0,161.0,CHF,CLASSIC FRENCH,"The climb up to 1 083m to reach this restaurant is enough to send you into raptures. The idyllic Alpine meadows in which this picture-book restaurant and adjoining farmhouse are set are the icing on the cake. The fine classic, regional cuisine served up by Walter Klose – it is interesting to see just what a delight a ‘simple’ liver dumpling soup can be – is served by his charming wife in a style every bit as charming as the homely decor. Incidentally, the pair also boast one of the finest wine cellars in Europe with a spectacular 2 800 different wines (including the largest wine bottle in the world at 480l) on the wine list, so it is probably just as well to book one of their comfortable guestrooms straight away!",1.0,3.0,1.0,"['Car park', 'Garden or park', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant with bedrooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 71 877 11 10,www.gupf.ch,"Closed: 20 January-11 February, 20 July-11 August, Monday, Tuesday",47.43083,9.4910471,https://guide.michelin.com/en/appenzell-ausserrhoden/rehetobel/restaurant/gasthaus-zum-gupf,Switzerland,CH,EU,69.4,169.29,FRENCH
814,Chesa Stüva Colani,"Via Principela 20 A, Madulain, 7523, Switzerland",65.0,130.0,CHF,REGIONAL CUISINE,"The interior of this restaurant is an attractive mix of warm, local wood furnishings and elegant minimalist design. Modern Italian cuisine is to the fore on the menu, which focuses on seasonal dishes with restrained and creative elements and a clear focus on excellent produce – the chef enjoys explaining his dishes to guests at their table. Stylish guestrooms with chalet-style charm are also available.",1.0,2.0,1.0,"['Car park', 'Outdoor dining', 'New establishment in the guide', 'Establishment totally or partly reserved for non-smokers', 'Restaurant with bedrooms', 'Mastercard credit card', 'Visa credit card']",+41 81 854 18 88,www.hotelchesacolani.com,"Closed: 14 April-24 May, 26 October-1 December, Monday-Tuesday lunch",46.586082,9.937878999999999,https://guide.michelin.com/en/graubunden/madulain/restaurant/chesa-stuva-colani,Switzerland,CH,EU,68.34,136.69,REGIONAL
815,Sonne,"Scheunenberg 70, Scheunenberg, 3251, Switzerland",75.0,149.0,CHF,FRENCH,"The lovely stylish decor at Sonne extends through the various dining rooms in this former farmhouse and out onto the charming secluded terrace. Iris Mösching, Danish by birth, takes charge of front of house while her husband, Kurt, works in the kitchen creating his excellent combination of regional, classic and modern cuisine.",1.0,2.0,1.0,"['Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 32 389 15 45,www.sonne-scheunenberg.ch,"Closed: 17-27 February, 13-21 April, 27 July-4 August, 28 September-8 October, Monday, Tuesday",47.088629700000006,7.3756661999999995,https://guide.michelin.com/en/bern-region/scheunenberg/restaurant/sonne180069,Switzerland,CH,EU,78.86,156.67,FRENCH
816,Schlüssel,"Hauptstrasse 41, Oberwil, 4104, Switzerland",85.0,145.0,CHF,MEDITERRANEAN CUISINE,"You can taste the skill and passion with which Felix Suter combines Mediterranean and classic elements to create his precise, intense and deeply flavoursome cuisine. The setting is a perfect match, thanks to the friendly service and the smart, modern interior. Attractive terrace. Set lunch menu only at midday.",1.0,2.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 61 401 15 00,www.schluessel-oberwil.ch,"Closed: 13-23 January, 20 July-13 August, Monday, Tuesday, Saturday lunch",47.514016299999994,7.5560046000000005,https://guide.michelin.com/en/basel-landschaft/oberwil/restaurant/schlussel,Switzerland,CH,EU,89.37,152.46,MEDITERRANEAN
817,La Chaumière by Serge Labrosse,"Chemin de la Fondelle 16, Troinex, 1256, Switzerland",38.0,165.0,CHF,MODERN FRENCH,"Serge Labrosse’s restaurant is all the enticement you’ll need to head out of the city. In its bright interior, savour fine cuisine prepared using the very best ingredients, featuring traditional dishes as well as more contemporary creations. A brasserie menu is available for guests in a hurry.",1.0,2.0,0.0,"['Car park', 'Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Mastercard credit card', 'Visa credit card']",+41 79 820 56 49,www.lachaumiere.ch,"Closed: 1-7 January, Monday, Sunday",46.1623994,6.1476365,https://guide.michelin.com/en/geneve-region/troinex/restaurant/la-chaumiere-by-serge-labrosse,Switzerland,CH,EU,39.96,173.49,FRENCH
818,After Seven,"Hofmattstrasse 4, Zermatt, 3929, Switzerland",157.0,199.0,CHF,CREATIVE,"Accessible via a glazed lift, the interior at After Seven – unmistakeably the work of Heinz Julen – is the epitome of smart restaurant design. The open kitchen is a real head-turner and the food it produces is modern, creative and made using top-quality produce.",1.0,2.0,1.0,"['Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 27 966 69 70,www.backstagehotel.ch,"Closed: 20 April-7 December, Monday-Saturday lunch, Sunday",46.021962,7.7478621,https://guide.michelin.com/en/wallis/zermatt/restaurant/after-seven,Switzerland,CH,EU,165.08,209.24,CREATIVE
819,Le Café Suisse,"Rue Centrale 41, Bex, 1880, Switzerland",102.0,204.0,CHF,MODERN CUISINE,"This former village café has been transformed into a fun and friendly restaurant. Marie, the chef, is incredibly passionate about her cooking, conjuring up attractive, creative and seasonal cuisine accompanied by excellent local wines. Are you brave enough to order her surprise menu which locals rave over?",1.0,2.0,0.0,"['Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 24 463 33 98,www.cafe-suisse.ch,"Closed: 1-14 January, 26 July-18 August, Monday, Sunday",46.250333700000006,7.0155428,https://guide.michelin.com/en/vaud/bex/restaurant/le-cafe-suisse,Switzerland,CH,EU,107.25,214.5,MODERN
820,Le Cigalon,"Route d'Ambilly 39, Thônex, 1226, Switzerland",54.0,160.0,CHF,SEAFOOD,"Judging by the fresh fish on the menu, you would be forgiven for thinking that the Breton coast lies just outside the doors of this restaurant. Le Cigalon has specialised in seafood for over 20 years, with delicacies such as fish soup, scallops and monkfish from Roscoff all featuring on the menu. Table d'hôte meals for five guests are also available.",1.0,2.0,0.0,"['Car park', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 22 349 97 33,www.le-cigalon.ch,"Closed: 1-7 January, 18 July-10 August, Monday, Sunday",46.1991216,6.220902400000001,https://guide.michelin.com/en/geneve-region/thnex/restaurant/le-cigalon179243,Switzerland,CH,EU,56.78,168.23,SEAFOOD
821,Vivanda,"Crusch Plantaun 217, Brail, 7527, Switzerland",190.0,250.0,CHF,CREATIVE,Truly original cuisine! You will find references to the local natural world both in the lovely wood and stone interior and in the elaborate dishes. The latter are hard to describe on the basis of their original ingredients and combinations alone. The surprise menu is perhaps the best introduction to what is a very particular culinary experience.,1.0,3.0,1.0,"['Car park', 'Wheelchair accessible', 'Garden or park', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 81 851 20 00,www.inlain.ch,"Closed: 29 March-13 May, Monday lunch, Tuesday, Wednesday-Sunday lunch",46.653966100000005,10.0336936,https://guide.michelin.com/en/graubunden/brail/restaurant/vivanda310725,Switzerland,CH,EU,199.78,262.87,CREATIVE
822,Ornellaia,"St. Annagasse 2, Zürich, 8001, Switzerland",49.0,151.0,CHF,ITALIAN,This gem of a restaurant with its upmarket modern Tuscan interior and professional front-of-house team occupies a building that once housed a bank. Staff in the show kitchen prepare authentic Italian cuisine that is full of imagination and made using the very best produce. Many of the wines on the impressive wine list come from the eponymous winery.,1.0,2.0,0.0,"['Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 44 212 00 22,www.ristorante-ornellaia.ch,"Closed: 21 July-17 August, Monday, Sunday",47.372375299999995,8.5377181,https://guide.michelin.com/en/zurich-region/zurich/restaurant/ornellaia,Switzerland,CH,EU,51.52,158.77,ITALIAN
823,Zum Äusseren Stand,"Zeughausgasse 17, Bern, 3011, Switzerland",48.0,135.0,CHF,CONTEMPORARY,"This restaurant is housed in a building steeped in history (the Swiss Federal Constitution was signed here in 1848). The magnificent dining room is a beautiful place to enjoy modern, produce-oriented cuisine. Reduced menu at lunchtime, plus drinks and light meals served in the Hof-Café.",1.0,2.0,0.0,"['Air conditioning', 'Outdoor dining', 'New establishment in the guide', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 31 329 50 50,www.aeussererstand.ch,"Closed: 27 July-10 August, 23-30 December, Monday, Sunday",46.948776,7.4458715,https://guide.michelin.com/en/bern-region/bern/restaurant/zum-ausseren-stand,Switzerland,CH,EU,50.47,141.95,CONTEMPORARY
824,The Japanese Restaurant,"Gotthardstrasse 4, Andermatt, 6490, Switzerland",92.0,210.0,CHF,JAPANESE,"Who would have thought you would find such excellent quality and authentic sushi, sashimi and tempura in Andermatt? The formula chosen by international chef Hide Yamamoto offers a culinary journey to the other side of the world. To get a taste of his full culinary range, try the 'Chef's Tasting Menu'.",1.0,2.0,1.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Notable sake list', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 41 888 74 88,www.thechediandermatt.com,"Closed: Monday, Tuesday",46.6363781,8.5947275,https://guide.michelin.com/en/uri/andermatt/restaurant/the-japanese-restaurant,Switzerland,CH,EU,96.73,220.81,JAPANESE
825,Zur Gedult,"Metzgergasse 12, Burgdorf, 3400, Switzerland",95.0,140.0,CHF,INTERNATIONAL,If you fancy a good meal in a relaxed atmosphere then try Burgdorf’s oldest restaurant which dates back to 1716. The creative and sophisticated seasonal fare is made using local produce and comes in the form of the two set menus (one vegetarian) chalked up on a blackboard.,1.0,1.0,0.0,"['Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Mastercard credit card', 'Visa credit card']",+41 34 530 02 72,www.gedult.ch,"Closed: Monday, Tuesday-Saturday lunch, Sunday",47.0572771,7.6266324999999995,https://guide.michelin.com/en/bern-region/burgdorf/restaurant/zur-gedult,Switzerland,CH,EU,99.89,147.2,FUSION
826,Guarda Val,"Voa Sporz 85, Sporz / Lenzerheide, 7078, Switzerland",45.0,175.0,CHF,REGIONAL CUISINE,"A 300-year-old former cow byre full of dark wood provides rustic charm, while the relaxed, professional service and beautifully laid tables ensure a touch of elegance. As for the cuisine, it is intense and punchy with a modern twist and made using some excellent regional produce.",1.0,2.0,1.0,"['Car park', 'Great view', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 81 385 85 85,www.guardaval.ch,"Closed: Monday, Tuesday, Wednesday-Sunday lunch",46.7115885,9.5403887,https://guide.michelin.com/en/graubunden/sporz-lenzerheide/restaurant/guarda-val179530,Switzerland,CH,EU,47.32,184.01,REGIONAL
827,Il Lago,"Quai des Bergues 33, Genève, 1201, Switzerland",65.0,400.0,CHF,ITALIAN,"Offering a taste of Italy on Lake Geneva, this restaurant combines decorative features such as pilasters and paintings with elegant Italian cuisine which is light, subtle and fragant. A delightful dining experience!",1.0,4.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Valet parking', 'American Express credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 22 908 71 10,www.fourseasons.com/geneva,Not Available,46.2069987,6.147033,https://guide.michelin.com/en/geneve-region/geneve/restaurant/il-lago,Switzerland,CH,EU,68.34,420.58,ITALIAN
828,Maison Manesse,"Hopfenstrasse 2, Zürich, 8045, Switzerland",75.0,160.0,CHF,CREATIVE,"If you like relaxed dining, you will enjoy this friendly, informal restaurant and its excellent, creative cuisine prepared using top-quality produce. A must for wine lovers, the 1 200 bottles on its wine list include a number of rarities and old vintages. Much reduced lunchtime menu.",1.0,1.0,0.0,"['Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 44 462 01 01,www.maisonmanesse.ch,"Closed: Monday, Tuesday-Saturday lunch, Sunday",47.365105799999995,8.521180699999999,https://guide.michelin.com/en/zurich-region/zurich/restaurant/maison-manesse,Switzerland,CH,EU,78.86,168.23,CREATIVE
829,Löwen - Apriori,"Wolfhauserstrasse 2, Bubikon, 8608, Switzerland",62.0,180.0,CHF,MEDITERRANEAN CUISINE,"This is a really lovely restaurant – it is elegant without being starchy and the service is friendly and attentive. The cuisine is pleasantly pared down, each dish a small masterpiece of flavour, and uses only the best ingredients. There are also a number of comfortable, individually designed rooms.",1.0,2.0,1.0,"['Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant with bedrooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 55 243 17 16,www.loewenbubikon.ch,"Closed: 9-23 February, 12 July-2 August, 20-29 December, Monday, Saturday lunch, Sunday",47.268450200000004,8.818755,https://guide.michelin.com/en/zurich-region/bubikon/restaurant/lowen-apriori,Switzerland,CH,EU,65.19,189.26,MEDITERRANEAN
830,Alpine Gourmet Prato Borni,"Bahnhofstrasse 55, Zermatt, 3920, Switzerland",40.0,155.0,CHF,CREATIVE,"The inlay work panelling, opulent Maria-Theresia chandeliers and fine furniture all contribute to the grandeur of this luxury hotel. In the restaurant you can choose between the ‘Home’ and ‘Wanderlust’ menus – both feature ambitious cuisine prepared using predominantly local produce.",1.0,3.0,0.0,"['Garden or park', 'Great view', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 27 966 66 00,www.zermatterhof.ch,"Closed: 19 April-4 July, 14 September-12 December, Monday lunch, Tuesday, Wednesday, Thursday-Sunday lunch",46.01981729999999,7.7462776,https://guide.michelin.com/en/wallis/zermatt/restaurant/alpine-gourmet-prato-borni,Switzerland,CH,EU,42.06,162.98,CREATIVE
831,Memories,"Bernhard-Simon-Strasse 2, Bad Ragaz, 7310, Switzerland",260.0,330.0,CHF,MODERN CUISINE,"A chic restaurant with eye-catching features which include a large open kitchen, exquisite inlay parquet flooring and a striking chandelier... not forgetting the originally designed small niches with wavelike wooden slats as privacy screens. The cuisine is modern with a clear, vibrant and intelligent approach. Top-quality ingredients reflect a loyalty to Swiss produce.",2.0,4.0,1.0,"['Air conditioning', 'Car park', 'Notable wine list', 'New establishment in the guide', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 81 303 30 36,www.resortragaz.ch,"Closed: 15 January-1 February, 1 May-8 June, 6-27 August, 15-29 November, Monday, Tuesday-Saturday lunch, Sunday",47.0000505,9.5027533,https://guide.michelin.com/en/sankt-gallen-region/bad-ragaz/restaurant/memories,Switzerland,CH,EU,273.38,346.98,MODERN
832,dasRestaurant,"Seestrasse 47, Thun, 3600, Switzerland",89.0,135.0,CHF,MODERN CUISINE,"This fresh and appealing restaurant offers a stylish, modern decor and lovely views over the lake and park. The international menu mirrors the seasons. More concise menu at lunchtimes.",1.0,2.0,0.0,"['Car park', 'Wheelchair accessible', 'Great view', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 33 226 12 12,www.seepark.ch,"Closed: 1 January-3 February, 7 July-31 August, 8-31 December, Monday, Tuesday-Saturday lunch, Sunday",46.744686,7.634247,https://guide.michelin.com/en/bern-region/thun/restaurant/dasrestaurant,Switzerland,CH,EU,93.58,141.95,MODERN
