,name,address,min_price,max_price,currency,cuisine,description,star,comfort,delightful,services,phone,website,hours,lat,lon,url,country,country_alpha2,continent_code,USD_min_price,USD_max_price,aggregate_cuisine,coast,region
51,Rasa,"209 Park Rd., Burlingame, 94010, United States",25.0,50.0,USD,INDIAN,"In a bustling tech corridor that's also home to Indian expats with high culinary standards, Rasa has managed to find the perfect middle ground. No-joke dishes that aren't toned down for Western palates cater to both software execs and date-night couples, and though the bi-level space boasts a sleek, minimalist-mod décor with bright splashes of orange, stylish pendant lights and dark wood fittings, the focus here is on food. The elevated South Indian cuisine draws added elegance from superb ingredients and inventive presentations, like fluffy “Bombay slider” buns stuffed with well-seasoned crushed potatoes and drizzled with spicy, smoky “gunpowder” butter. The dosas are appropriately paper-thin and shatteringly crisp, while uttapams topped with peppers and ground masala lamb are earthy and delicate—but watch out for the punch from the accompanying ghost pepper chutney. A serious spread could be made just out of Rasa's excellent small plates, but for bigger appetites, the flaky white fish moilee, stewed in a creamy coconut curry, is rich and satisfying. No one should skip the cardamom brûlée for dessert: equal parts bread pudding and crème brûlée, it's dizzyingly delicious.",1.0,2.0,0.0,"['Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers']",+1 650-340-7272,www.rasaindian.com,Lunch & dinner daily,37.577522,-122.345985,https://guide.michelin.com/en/california/burlingame/restaurant/rasa,United States,US,,25.0,50.0,INDIAN,0,NC
52,Mourad,"140 New Montgomery St., San Francisco, 94105, United States",50.0,75.0,USD,MOROCCAN,"This glamorous outpost at the base of the PacBell building introduces the unique soul of Chef/owner Mourad Lahlou’s eponymous restaurant. The neighborhood's food-obsessed techies along with tourists flock to this boldly designed space, replete with soaring ceilings, glowing central columns and a superb (suspended) wine cellar. The crowd is contented and lively, and while the servers fit the bill, the sommelier is especially impressive. Chef Lahlou's expression of Moroccan cuisine is peppered with local and contemporary influences like maple and brown butter, as well as more traditional inflections such as charmoula and preserved lemon. Diners may commence with the basteeya, a traditional Moroccan pastry made modern with finely shredded duck and composed with verjus crème fraîche, compressed pear, edible flowers as well as cocoa paste. Couscous is jazzed up with savory brown butter and a host of vegetables, then hit with spicy harissa for a slight kick. Even dessert comes packed with flavor. For instance, the slender slice of pistachio cake set with candied pink grapefruit, fresh grapefruit segments, a quenelle of tangerine sorbet and orange-infused cream, is lush and delicious.",1.0,3.0,0.0,"['Notable cocktail list', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Valet parking']",+1 415-660-2500,www.mouradsf.com,Lunch Mon - Fri Dinner nightly,37.78695,-122.39987,https://guide.michelin.com/en/california/san-francisco/restaurant/mourad,United States,US,,50.0,75.0,MEDITERRANEAN,0,NC
53,Lazy Bear,"3416 19th St., San Francisco, 94110, United States",75.0,150.0,USD,CONTEMPORARY,"Communal eating is at the heart of this fine-dining dinner party. Lazy Bear may have its origins as an underground phenom, but today anyone can try to score a seat. That is, after jumping through a few virtual hoops: buy a ticket in advance and wait for an e-mail listing house rules to be followed in earnest. Rest assured this is all worth the effort. The nightly tasting menu is dished out in a cool, bi-level warehouse and starts upstairs in the loft with aperitifs and snacks, like tempura beer-battered maitake mushrooms with a sour cream and onion dip or pig's head cheese with black truffle shavings. Then move downstairs to a dining room boasting two giant tree slabs as communal tables, each lined with 20 chairs. Diners are given a pencil and pamphlet informing them of the menu (with space for note-taking underneath) and are invited to enter the kitchen to chat with the talented cooks themselves. This leaves the young crowd dreamy-eyed with chef worship. Highlights include smoked trout on a blanket of trout roe, sorrel and brown rice, or dry-aged Sonoma County duck with a wonderful sweet and bitter yin and yang, courtesy of fermented kumquat and partially scorched broccolini.",2.0,2.0,1.0,"['Notable cocktail list', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers']",+1 415-874-9921,www.lazybearsf.com,Dinner Tue - Sat,37.760204,-122.41969,https://guide.michelin.com/en/california/san-francisco/restaurant/lazy-bear,United States,US,,75.0,150.0,CONTEMPORARY,0,NC
54,Al's Place,"1499 Valencia St., San Francisco, 94110, United States",25.0,50.0,USD,CALIFORNIAN,"Vegetables are the star of the menu at this bright blue oasis on busy Valencia Street, even though it adheres to a mostly pescatarian philosophy, with meat options also available on the side. Chef/owner Aaron London (a.k.a. AL) is wildly adept with the seasons’ bounty, making a dish of blistered squash with pickled kohlrabi, hummus and creamy burrata feel as complex and luxurious as the offerings at a steakhouse. London’s menu is chockablock with creativity, from the brine-pickled French fries and flavorful ras el hanout olives that kick off each meal, to the silky grits topped with tangy goat’s milk curds, Brussels sprouts, chanterelles and yuzu. At times, the combinations can read like a five-car pile-up—cured trout, mashed turnips and bagna cauda? But the crew always manages to smoothly navigate the layers of flavor, blazing new trails in diners’ imaginations. Like the menu, Al's space is bright, open and cheerful, with plenty of natural light, bold colors and a casual but engaging staff. Embrace this energy, perhaps with a glass of French wine or a craft beer, and let the boisterous, creative spirit of the restaurant win you over.",1.0,2.0,0.0,"['Wheelchair accessible', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers']",+1 415-416-6136,www.alsplacesf.com,Dinner Wed - Sun,37.748924,-122.42013,https://guide.michelin.com/en/california/san-francisco/restaurant/al-s-place,United States,US,,25.0,50.0,CALIFORNIAN,0,NC
55,Wako,"211 Clement St., San Francisco, 94118, United States",75.0,150.0,USD,JAPANESE,"Wako blends right in with the sea of Asian restaurants on Clement Street, but don’t let its nondescript exterior fool you. Once inside, you will find a serene and spare dining room that is composed with beautiful, multi-hued wood surfaces and attended to by an exceedingly polite service staff. Fresh flowers add a bit of flourish and fun. It’s the kind of pristine culinary experience that connoisseurs and foodies crave. And since this kitchen boasts some of the best sushi in town, be sure to make reservations. The omakase (with a choice of two menus of varying length) may be the only option on offer, but rest assured as it's available throughout the restaurant. Nevertheless, a seat at the ubiquitous counter is likely to deliver a happier outcome. From the non-sushi items, diners may be presented with poached monkfish liver, a creamy potato croquette dolloped with salmon roe or a salad of shaved apple and mizuna. The real knockouts though arrive on rice: squid with a touch of shiso and Meyer lemon zest; silky salmon with house-made yuzu kosho; custardy uni imported from Japan, wrapped in roasted seaweed; and to finish, a melt-in-your-mouth slice of gently seared A5 Wagyu beef.",1.0,1.0,0.0,"['Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers']",+1 415-682-4875,www.sushiwakosf.com,Dinner Tue - Sat,37.783035,-122.461525,https://guide.michelin.com/en/california/san-francisco/restaurant/wako,United States,US,,75.0,150.0,JAPANESE,0,NC
56,Kin Khao,"55 Cyril Magnin St., San Francisco, 94102, United States",25.0,50.0,USD,THAI,"Tucked into an alcove of the unprepossessing Parc 55 hotel, this restaurant won’t win any awards in the décor department—it’s spare and casual, with tables set with chopstick canisters and bowls of chili oil. But when it comes to delivering authentically layered, fiery Thai flavor with a produce-driven northern California flair, it has no equal. Kin Khao's menu conjures up dishes from across Thailand and is a virtual homage to local purveyors. Imagine a meaty and rich five-spice noodle soup infused with duck bones and stocked with bok choy as well as delightfully tender duck leg confit; or a deliciously fresh take on som tum, with julienned green papaya tossed with golden tomatoes, long beans, dried shrimp and crushed red chili. More traditional options may include classic pad kee mao showcasing wide, flat noodles stir-fried with a potent mixture of ground pork bits, bell pepper, onion and holy basil. Needless to say, those avoiding spicy food or craving plain old pad Thai should look elsewhere. But, if you're in the mood for a vibrant and zesty meal, then strap in for a wild and enticing ride. Come dessert, try the black rice pudding served warm and with myriad toppings.",1.0,1.0,0.0,"['Notable cocktail list', 'Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers', 'Valet parking']",+1 415-362-7456,www.kinkhao.com,Lunch & dinner daily,37.785267,-122.40951,https://guide.michelin.com/en/california/san-francisco/restaurant/kin-khao,United States,US,,25.0,50.0,THAI,0,NC
57,Rich Table,"199 Gough St., San Francisco, 94102, United States",50.0,75.0,USD,CONTEMPORARY,"A rustic-chic décor highlighting reclaimed and raw wood gives Rich Table a farmhouse feel, and the crowds that pack it are equally stylish. The young professionals and pre-theater diners know that reserving in advance is a must. If you’re not lucky enough to secure a table, get in line 30 minutes before opening to snag one of the dozen coveted bar seats. Why all the fuss? Because Chefs/owners Evan and Sarah Rich execute casual Californian fare with fine-dining precision, interweaving a bevy of global influences along the way. The seared pierogies, stuffed with ricotta, morels and peas, are pristine enough to win a Polish grandmother’s approval, and a char siu-style pork chop is beautifully smoky and charred. The super-hip staff is thoroughly polished and happy to recommend a cocktail or wine. They'll push the duo of famous ""snacks""-crispy sardine-threaded chips and umami-packed porcini doughnuts with raclette dipping sauce. But skip them in favor of a seasonal dessert, like the tart cherry ice with almond ice cream and shiso.",1.0,2.0,0.0,"['Notable cocktail list', 'Establishment totally or partly reserved for non-smokers']",+1 415-355-9085,www.richtablesf.com,Dinner nightly,37.774914,-122.42271,https://guide.michelin.com/en/california/san-francisco/restaurant/rich-table,United States,US,,50.0,75.0,CONTEMPORARY,0,NC
58,State Bird Provisions,"1529 Fillmore St., San Francisco, 94115, United States",25.0,50.0,USD,AMERICAN,"Welcome to the evolution of fine dining, where streams of plates are passed between guests in dim sum-style, and the supremely seasonal Californian cooking is always very good; even vibrant and surprising. You may not understand all of what you ordered at first, but prices are reasonable so pile on a few extras and try everything that comes your way. No one leaves hungry here. Servers circulate through the room carrying platters or pushing carts brimming with creative and utterly unique dishes. Highlights that will leave you begging for more include pan-seared dumplings—filled with tender, pulled guinea hen and earthy shiitake mushrooms—accompanied by a tableside pour of aromatic and umami-rich broth. Heartier but wow-inducing plates of fried black cod tail glazed in a delicious tamari-butter and garnished with toasted sesame seeds, followed by hot-pink rhubarb-and-passion fruit granita draped over an oat mousse make for a fine study in wonderfully unexpected flavors and textures.  Be forewarned: getting a reservation here is the ultimate challenge and walk-in spots require lining up around 4:30 P.M. Best to avoid nights when large parties are booked, as this may negatively impact your experience.",1.0,2.0,0.0,['Establishment totally or partly reserved for non-smokers'],+1 415-795-1272,www.statebirdsf.com,Dinner nightly,37.783737,-122.43283,https://guide.michelin.com/en/california/san-francisco/restaurant/state-bird-provisions,United States,US,,25.0,50.0,AMERICAN,0,NC
59,Keiko à Nob Hill,"1250 Jones St., San Francisco, 94109, United States",75.0,150.0,USD,FUSION,"Elegant, discreet and romantic, Keiko à Nob Hill blends unique culinary style with traditional appeal. Cushioned banquettes wrap the square dining room, outfitted with subdued lighting, fabric-covered walls and heavy brown trim, resulting in a space that is lovely (if of a certain age). It is always best to be prompt: the formal service team is gracious but handles each night’s single seating with precision, serving all guests at once. Such punctuality is crucial as this kitchen takes its work and its mission rather earnestly. Chef Keiko Takahashi's nightly tasting menu is a progression of French culinary technique with subtle hints of Japanese flavors. Her success is undeniable from the first taste of spiny lobster presented in a martini glass with lobster-tomato water foam and a chilled layer of fruity bell pepper mousse. Moist, fragrant and remarkably delicious Cornish hen then arrives tucked with razor-thin shavings of black truffle beneath its skin, complemented with parmesan foam, Ibérico ham-cream sauce and asparagus. A simple parfait is an extraordinary finale that includes coffee pâte de fruit, marron glacé and bits of crunchy meringue atop whipped cream with grilled pears.",1.0,3.0,0.0,"['Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms']",+1 415-829-7141,www.keikoanobhill.com,Dinner Tue - Sun,37.793106,-122.41445,https://guide.michelin.com/en/california/san-francisco/restaurant/keiko-a-nob-hill,United States,US,,75.0,150.0,FUSION,0,NC
60,Benu,"22 Hawthorne St., San Francisco, 94105, United States",75.0,150.0,USD,ASIAN,"Benu is an oasis in the heart of the city. The mandatory stroll through the serene courtyard not only sets the mood, but also offers insight into the meal to come. Peruse the earthenware pots with fermenting ingredients you'll later find on your plate and glimpse the kitchen hard at work. The interior is awash in earthy colors and sleek banquettes, and the slate-gray dining room is serene, with clean lines drawing the eye across the meticulous design. Given the restaurant’s high caliber, the staff is impressively warm and relaxed. A series of highly technical small bites kicks off the meal. These delicacies alone rival some of the country's most ambitious tasting menus, but wait, there's more. Faux shark's fin and soup dumplings remain a constant, while Chef Corey Lee continues to reimagine and redefine his nightly tasting menu. Dishes like Beluga caviar and sweet sea urchin or Cantonese-style pork belly served alongside blood sausage crepinette reflect a unique marriage of contemporary Asian influences. Patience seems to define this kitchen in its relentless pursuit of excellence, whether perfecting technique or waiting for just the right moment to serve an ingredient at its peak.",3.0,3.0,0.0,"['Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Valet parking']",+1 415-685-4860,www.benusf.com,Dinner Tue - Sat,37.78521,-122.39876,https://guide.michelin.com/en/california/san-francisco/restaurant/benu,United States,US,,75.0,150.0,ASIAN,0,NC
61,Atelier Crenn,"3127 Fillmore St., San Francisco, 94123, United States",75.0,150.0,USD,CONTEMPORARY,"At the hands of accomplished Chef Dominique Crenn, guests have rightly come to expect a thrilling meal at her singular atelier, replete with lustrous combinations, a keen understanding of flavors and an impeccable sense of grace. Another exclusive hallmark of dining here is the deeply hospitable and exemplary staff. They appear to virtually float in and out of the kitchen, which in turn prides itself on a sense of poetry expressed figuratively through dishes and quite literally via the actual poem composed by Chef Crenn to her father—it's even etched into marble and on full display. Original is the name of this culinary game—one that is as thoughtful in serving brioche with cultured butter as it is with caviar crowned by turbot gelée and gold leaf. Poached sea bass with black truffles then happily wins over the most discerning of palates. It is indeed possible to dine here and not see any meat, but it’s also never missed, thanks to the team's masterful hand with seafood. The cheese course is stellar, but Pastry Chef/partner Juan Contreras' desserts make for a novel finale. A faux-coconut shell coated in dark chocolate and filled with pineapple as well as coconut foam takes home the gold.",3.0,3.0,0.0,"['Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms']",+1 415-440-0460,www.ateliercrenn.com,Dinner Tue - Sat,37.79835,-122.43586,https://guide.michelin.com/en/california/san-francisco/restaurant/atelier-crenn,United States,US,,75.0,150.0,CONTEMPORARY,0,NC
62,Michael Mina,"252 California St., San Francisco, 94102, United States",75.0,150.0,USD,CONTEMPORARY,"Power players can't seem to get enough of mega-popular Chef Michael Mina’s San Francisco flagship, even though it sports a completely revamped menu. If the crisp, contemporary dining room was a favorite, don't fret, as the overall demeanor remains the same. It's still ground zero for fine dining and you’re likely to see the same expense-account types, along with a handful of occasion-celebrating duos. The kitchen's approach showcases Middle Eastern flavors and incorporates classic ingredients, like labneh, which appears in both sweet and savory dishes. Wild king salmon is accompanied by a coriander-green tomato sauce; the dry-aged strip loin with matbucha sauce is a prime example of the kitchen's novel direction. While you won't find the famed trios on this carte any longer, you'll relish the signature tuna tartare, mixed with quail egg, diced pear and ancho chili powder. A multi-course tasting allows you to select your own options, including the hand-cut tajarin and a properly rendered dark chocolate crémeux with fresh strawberries.  Be sure to spend time with the wine list as well: though expensive, it offers an impressive roster of familiar labels and unusual varietals.",1.0,3.0,0.0,"['Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Valet parking']",+1 415-397-9222,www.michaelmina.net,Lunch Mon - Fri Dinner nightly,37.79349000000001,-122.399574,https://guide.michelin.com/en/california/san-francisco/restaurant/michael-mina,United States,US,,75.0,150.0,CONTEMPORARY,0,NC
63,Saison,"178 Townsend St., San Francisco, 94107, United States",75.0,150.0,USD,CALIFORNIAN,"Set within an imposing warehouse, this iconic kitchen’s footprint overlaps the dining room, where the cooks themselves can often be seen serving diners. While savoring each course, you may have a full view of the impressive team tending the fiery hearth that is the very soul of Saison’s culinary philosophy. Over at the bar, a salon fills with couples dining at cocktail tables. The menu by executive chef Laurent Gras demonstrates a range of skill and tastes. Begin with a ceviche of fairly firm and meaty jackfish enhanced by yuzu and glistening with finger lime, or use your hands to pick up a delicate mound of plump sea urchin on crunchy toast—a house signature. Then, translucent, moist and bite-sized king salmon matched with smooth celeriac purée will leave you yearning for more—quite like the enticingly sauced filet of meltingly tender venison, and in true California style, charred avocado. Desserts too flaunt an intense devotion to local ingredients and seasonal flavors as seen in the refreshing pear sorbet set afloat in house-made apple kombucha.",2.0,3.0,1.0,"['Notable cocktail list', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Valet parking']",+1 415-828-7990,www.saisonsf.com,Dinner Tue - Sat,37.7797291,-122.39251570000002,https://guide.michelin.com/en/california/san-francisco/restaurant/saison,United States,US,,75.0,150.0,CALIFORNIAN,0,NC
64,Sons & Daughters,"708 Bush St., San Francisco, 94108, United States",75.0,150.0,USD,CONTEMPORARY,"Everyone at this inviting space is warmly professional, including the eager, well-paced staff. Add in the mature, stylish crowd, architecturally detailed dining room—a hybrid between your grandmother’s home and an art gallery with its black-and-cream palette, leather seating and vintage chandeliers—and you’ll be counting down the days until your next visit. Small but mighty, this kitchen under the guidance of Chef Teague Moriarty turns out a seasonal prix-fixe menu that consistently pleases. A meal here might begin with an unctuous butternut squash soup garnished with fried salsify; or crunchy asparagus accompanied by gently pickled mushrooms and topped with shaved cured egg yolk. Then crisp bits of lamb are incorporated with minted peas to form a clever counterpoint of sweet and savory flavors. Deep red and juicy cherry-ice cream is a sublime dessert. But it is the combination with intensely moist pistachio cake, tart verjus granité, juniper foam and fresh cherries that showcase the technical prowess of this gifted kitchen.",1.0,2.0,0.0,['Establishment totally or partly reserved for non-smokers'],+1 415-391-8311,www.sonsanddaughterssf.com,Dinner Wed - Sun,37.79037,-122.40917,https://guide.michelin.com/en/california/san-francisco/restaurant/sons-daughters,United States,US,,75.0,150.0,CONTEMPORARY,0,NC
65,Baumé,"201 S. California Ave., Palo Alto, 94306, United States",75.0,150.0,USD,CONTEMPORARY,"A bold and bright glass door in an otherwise nondescript building along Palo Alto’s main thoroughfare marks the entrance to the mystical Baumé. Inside, find a dining room with a modernist sensibility that carries through with orange-hued walls and fabric room dividers. Chef Bruno Chemel offers a select number of seatings. Tables are spaced widely for privacy and never rushed. Mrs. Chemel oversees this luxurious enclave, adding warmth, detailed knowledge and clear enthusiasm for her husband's progressive (albeit pricey) cuisine. It's a family affair indeed, as the couple's young son, decked out in whites, assists in the kitchen as well. Each contemporary dish is refined, balanced and demonstrates an enormous attention to detail. The kitchen focuses on seasonal ingredients and coaxing flavor to profound levels. Roasted California squab with its caramelized, ever-so-perfect crispy skin and light dusting of fennel is an absolute showstopper in all of its velvety, well-seasoned glory. Desserts include a pear bavarois artfully crested with delicious cassis jam and a frozen flower composed with grape sorbet. A plate of perfectly ripe stone fruit is a wonderfully seasonal send-off.",2.0,3.0,0.0,"['Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers']",+1 650-328-8899,www.maisonbaume.com,Lunch Thu - Sat Dinner Wed - Sat,37.4285,-122.14272,https://guide.michelin.com/en/california/palo-alto/restaurant/baume,United States,US,,75.0,150.0,CONTEMPORARY,0,NC
66,Wakuriya,"115 De Anza Blvd., San Mateo, 94402, United States",75.0,150.0,USD,JAPANESE,"Innovative, serious and very well-established, Wakuriya successfully combines a deep respect for the kaiseki tradition with a contemporary touch. This is largely thanks to the lone chef behind the counter, Katsuhiro Yamasaki; his wife is the one so deftly managing and serving the dining room. The location is charmless, but there is a sober elegance here that is enhanced by the kitchen’s quiet confidence. The room books a month in advance—set your alarm for midnight, phone them exactly 30 days ahead and pray for a call back. Each month brings a new, refined menu that combines the chef’s personal style with superlative Japanese and Californian ingredients. Course after course arrives uniquely presented, perhaps on handcrafted ceramics or even a silver spoon, cradling chunks of poached lobster with intensely smoky dashi gelée, soft-boiled Jidori egg, crisp asparagus and fried kombu. This may not be a sushiya, but the sashimi course is nonetheless excellent. Find that same level of talent in the yamaimo gratin with silky morsels of black cod and tender Brussels sprouts that are crisp, yet light as air and so delicious. The shirako tofu topped with kabocha squash tempura is beyond delightful.",1.0,1.0,0.0,"['Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers', 'Notable sake list']",+1 650-286-0410,www.wakuriya.com,Dinner Wed - Sun,37.52114,-122.3366,https://guide.michelin.com/en/california/san-mateo/restaurant/wakuriya,United States,US,,75.0,150.0,JAPANESE,0,NC
67,Madera,"2825 Sand Hill Rd., Menlo Park, 94025, United States",50.0,75.0,USD,CONTEMPORARY,"As evidenced by all those Teslas parked out front, this is a swanky spot for fine dining in the Rosewood Sand Hill hotel. The grand open kitchen, roaring fireplace and large outdoor patio complete with gorgeous views of the Santa Cruz mountains draw a moneyed crowd of local techies. While its location may mean it is open for three meals a day, come for dinner to taste this kitchen’s ambition and pure talent. The cuisine is contemporary, thoughtfully composed with seasonal ingredients and even surprising at times. An excellent risotto sings with the flavors of roasted butternut squash, Périgord black truffles, airy Lacinato kale chips and the unexpected, wondrous touch of finger lime. The kitchen also flaunts its dexterity in three preparations of guinea hen, including its tender breast meat with crackling-crisp skin, sliced thigh and excellent springy sausages accompanied by charred peaches bursting with sweetness, pickled chanterelles, toasted pecans and green onion soubise. Desserts are fun, delicious and do not hold back, especially the insanely rich peanut butter and black sesame parfait, layered as fudgy brownie, rich ganache, mousse and brittle in a glass goblet.",1.0,3.0,1.0,"['Brunch', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Valet parking']",+1 650-561-1540,www.maderasandhill.com,Lunch & dinner daily,37.42014,-122.21151,https://guide.michelin.com/en/california/menlo-park/restaurant/madera,United States,US,,50.0,75.0,CONTEMPORARY,0,NC
68,Commis,"3859 Piedmont Ave., Oakland, 94601, United States",75.0,150.0,USD,CONTEMPORARY,"Oakland continues to evolve and maintain its destination status thanks in large part to Commis and its hard-working troupe. This serene elder from Chef/owner James Syhabout is packed every night for its menu of measured, elegant and well-conceived dishes. Tucked into colorful Piedmont Avenue, the dining space is long and neat, with a smattering of tables up front; cozy banquette seating in the back; and a lively counter overlooking the humming kitchen. Soft music and a vibrant staff set the mood—cool and contemporary; relaxed but never casual. In the kitchen, Chef Syhabout pairs local, well-sourced ingredients with precise technique to create a sophisticated nightly tasting menu. Dinner might unveil silky scallops with tangy crème fraîche, poached asparagus and charred lemon granité. That signature slow-poached egg yolk sitting in a bed of onion- and malt-infused cream is a consistent and thrilling revelation; while white sturgeon caviar with creamed potato and beer-marinated onion resembles an exquisitely elevated sour cream-and-onion dip. Perfectly cooked mussels set over porridge-like grains is yet another beautiful plate that reflects this kitchen's keen attention to detail.",2.0,2.0,0.0,"['Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers']",+1 510-653-3902,www.commisrestaurant.com,Dinner Wed - Sun,37.82476,-122.25505,https://guide.michelin.com/en/california/oakland/restaurant/commis,United States,US,,75.0,150.0,CONTEMPORARY,0,NC
69,Luce,"888 Howard St., San Francisco, 94103, United States",50.0,75.0,USD,CONTEMPORARY,"Know that the ambience is pleasant, the space is elegant, the service team is quick and polite and the food is consistently excellent. Also know that you probably won’t have a hard time getting a reservation at this InterContinental Hotel restaurant—Luce is often inexplicably empty. Let its lack of popularity be your reminder to come here when looking for a little privacy—think date night. Soaring ceilings, dark and dramatic spherical lights, a transparent wall of wine bordering the kitchen and shiny cushioned banquettes give the dining room a sumptuous, airy feel that promises the high level of luxury echoed in the cuisine. This may be one of the city’s more venerable mainstays, but a contemporary sensibility is clear throughout the décor and menu. Luce serves breakfast, lunch and brunch, but dinner is when the serious diner arrives for an altogether stellar experience. Highlights include a generous portion of perfectly white halibut poached in California olive oil and placed on a colorful bed of fresh shelling beans with artichokes and clams. Desserts may combine the wonderfully light flavors of sweet corn panna cotta with kernels of honey-caramel popped corn and huckleberry compote.",1.0,3.0,0.0,"['Brunch', 'Wheelchair accessible', 'New establishment in the guide', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Valet parking']",+1 415-616-6566,www.lucewinerestaurant.com,Lunch & dinner daily,37.78194000000001,-122.40498,https://guide.michelin.com/en/california/san-francisco/restaurant/luce,United States,US,,50.0,75.0,CONTEMPORARY,0,NC
70,Spruce,"3640 Sacramento St., San Francisco, 94118, United States",50.0,75.0,USD,CALIFORNIAN,"Set in one of San Francisco’s snazziest neighborhoods, Spruce draws a regular following of wealthy retirees and corporate types by day. Evenings bring couples out for date night. The dining room, with its cathedral-style ceilings and skylight, is masculine yet modern—think studded leather chairs and splashes of charcoal and chocolate. A small front café serves coffee and pastries, while the marble bar lures happy-hour crowds for a cocktail or glass of wine from the extensive list. Micro-seasonal and thoroughly Californian, Spruce spotlights cooking that’s both simple and undeniably elegant. Rustic and homey starters may include hand-shaped ravioli filled with fresh ricotta and bathed in a broth of tart whey with fava leaf purée. A roulade of guinea hen stuffed with pork and duck sausage is exquisitely moist, juicy and accompanied by thick fingers of nutty-sweet brown ale toast that is perfect for sopping up every last drop. For dessert, a dense and decadent crème fraîche cheesecake is thick and creamy, with sweet vanilla flavor and a classic graham-cracker crust. Juicy citrus segments and a quenelle of brilliantly tart makrut lime ice cream add a delicious bit of zing.",1.0,2.0,0.0,"['Brunch', 'Notable cocktail list', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Valet parking']",+1 415-931-5100,www.sprucesf.com,Lunch & dinner daily,37.78772,-122.45264,https://guide.michelin.com/en/california/san-francisco/restaurant/spruce,United States,US,,50.0,75.0,CALIFORNIAN,0,NC
71,SPQR,"1911 Fillmore St., San Francisco, 94115, United States",50.0,75.0,USD,ITALIAN,"Pleasant and homey with excellent modern Italian cooking, there is little wonder why this destination is always bustling. Book in advance and assume that the dining counter reserved for walk-ins is already overflowing for the night. The space itself is narrow with tightly packed wood tables and furnishings; it would seem cramped were it not for the soaring ceiling, skylights and open kitchen to brighten the mood. No matter where you look, the passion and enthusiasm for Italian specialties are palpable here—even contagious. From antipasti to dolci, celebrated Chef Matthew Accarrino’s extensive menu evolves with the seasons, yet remains as satisfying as it is impressive. Memorable and very creative pastas include the supremely rich linguine Alfredo with abalone liver, grated bottarga and the faintest hint of Meyer lemon. A degustazione of suckling pig arrives as six unique preparations, including medallions of succulent loin, slices of crisp-edged porchetta and a cool terrine with pops of mustard seed. Desserts feature the wonderfully sweet and tart flavors of thick and creamy maple panna cotta topped with wine-poached apple, a cloud of whipped cream and cookie crumble.",1.0,2.0,0.0,"['Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers']",+1 415-771-7779,www.spqrsf.com,Lunch Sat - Sun Dinner nightly,37.78732,-122.43375,https://guide.michelin.com/en/california/san-francisco/restaurant/spqr,United States,US,,50.0,75.0,ITALIAN,0,NC
72,Madrona Manor,"1001 Westside Rd., Healdsburg, 95448, United States",75.0,150.0,USD,CONTEMPORARY,"This romantic Victorian mansion is the unexpected home of a forward-looking kitchen. It’s the kind of place that makes one want to dress up—at least a little bit—to fully engage in the art of dining. Arrive early to enjoy a sunset drink out on the terrace. You can either stay there to dine, or head inside to settle into one of several timelessly elegant dining rooms cloaked in sleek marble, plush silk and old-world grandeur. The showmanship here extends to the artistic, often theatrical plates that make the most of herbs and flowers to create novel and very focused flavors throughout the carte. Tasting menus begin with a smoked egg amuse-bouche whereby a smoke-filled cloche unveils a delicate eggshell filled with a feather-light sabayon and watercress purée that looks and tastes of magic. The kitchen is also particularly adept with raw vegetables, as may be found in the roasted quail that is cut and served with olive oil-fried chard and onion soubise. A green profiterole stuffed with apple mousse leads to a ""morning breakfast dessert"" of Turkish figs, apple sorbet, thin and crunchy melba toast as well as a host of garnishes like chocolate, jelly, raisins and corn caramels.",1.0,3.0,1.0,"['Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms']",+1 707-433-4231,www.madronamanor.com,Dinner Wed - Sun,38.60428,-122.88647,https://guide.michelin.com/en/california/healdsburg/restaurant/madrona-manor,United States,US,,75.0,150.0,CONTEMPORARY,0,NC
